Image,facial_index,mandibular_index,intercanthal_index,orbital_width_index,eye_fissure_index,nasal_index,vermilion_height_index,mouth_face_width_index,age_class
/Users/jishavarun/Documents/Python/CS256/wiki/13/172013_1896-12-29_1960.jpg,1.02,0.53,0.45,0.62,0.08,0.40,0.73,0.36,6
/Users/jishavarun/Documents/Python/CS256/wiki/13/172313_1945-11-03_2006.jpg,1.04,0.51,0.43,0.67,0.05,0.40,0.69,0.40,6
/Users/jishavarun/Documents/Python/CS256/wiki/13/1723213_1931-12-18_1954.jpg,0.99,0.52,0.42,0.69,0.08,0.43,0.53,0.39,2
/Users/jishavarun/Documents/Python/CS256/wiki/13/1740513_1985-11-28_2012.jpg,0.95,0.37,0.46,0.60,0.04,0.44,0.74,0.41,2
/Users/jishavarun/Documents/Python/CS256/wiki/13/17566213_1958-04-22_1984.jpg,0.95,0.37,0.46,0.60,0.04,0.44,0.74,0.41,2
/Users/jishavarun/Documents/Python/CS256/wiki/13/1757013_1945-05-29_2012.jpg,0.96,0.49,0.41,0.71,0.09,0.39,0.72,0.32,6
/Users/jishavarun/Documents/Python/CS256/wiki/13/1762313_1983-11-19_2011.jpg,0.81,0.33,0.42,0.70,0.06,0.58,0.49,0.40,2
/Users/jishavarun/Documents/Python/CS256/wiki/13/1791513_1949-02-07_1970.jpg,0.93,0.47,0.41,0.71,0.07,0.39,0.59,0.42,2
/Users/jishavarun/Documents/Python/CS256/wiki/13/1792813_1942-01-17_2014.jpg,0.92,0.35,0.44,0.65,0.08,0.35,0.71,0.44,7
/Users/jishavarun/Documents/Python/CS256/wiki/13/1794013_1921-11-01_1958.jpg,1.04,0.35,0.42,0.69,0.10,0.31,0.71,0.34,3
/Users/jishavarun/Documents/Python/CS256/wiki/13/1794013_1921-11-01_1958.jpg,1.04,0.45,0.40,0.75,0.08,0.38,0.60,0.41,3
/Users/jishavarun/Documents/Python/CS256/wiki/13/1794013_1921-11-01_1958.jpg,0.97,0.42,0.40,0.74,0.11,0.42,0.58,0.28,3
/Users/jishavarun/Documents/Python/CS256/wiki/13/17977213_1980-04-06_2013.jpg,0.89,0.38,0.42,0.70,0.06,0.56,0.79,0.49,3
/Users/jishavarun/Documents/Python/CS256/wiki/13/1798113_1899-07-23_1951.jpg,0.93,0.47,0.45,0.60,0.06,0.57,0.73,0.48,5
/Users/jishavarun/Documents/Python/CS256/wiki/13/18025913_1947-07-28_1968.jpg,0.95,0.48,0.42,0.68,0.08,0.35,0.70,0.35,2
/Users/jishavarun/Documents/Python/CS256/wiki/13/18040613_1983-04-07_2010.jpg,0.95,0.48,0.42,0.68,0.08,0.35,0.70,0.35,2
/Users/jishavarun/Documents/Python/CS256/wiki/13/18040613_1983-04-07_2010.jpg,0.95,0.48,0.42,0.68,0.08,0.35,0.70,0.35,2
/Users/jishavarun/Documents/Python/CS256/wiki/13/18046513_1982-06-30_2011.jpg,0.83,0.41,0.42,0.69,0.06,0.47,0.51,0.37,2
/Users/jishavarun/Documents/Python/CS256/wiki/13/18116513_1925-07-15_2008.jpg,0.93,0.46,0.45,0.62,0.08,0.44,0.82,0.37,8
/Users/jishavarun/Documents/Python/CS256/wiki/13/18163613_1988-10-11_2014.jpg,0.93,0.46,0.45,0.62,0.08,0.44,0.82,0.37,2
/Users/jishavarun/Documents/Python/CS256/wiki/13/18163613_1988-10-11_2014.jpg,0.93,0.46,0.45,0.62,0.08,0.44,0.82,0.37,2
/Users/jishavarun/Documents/Python/CS256/wiki/13/183813_1946-08-05_1974.jpg,0.91,0.49,0.44,0.64,0.05,0.52,0.80,0.52,2
/Users/jishavarun/Documents/Python/CS256/wiki/13/183813_1946-08-05_1974.jpg,0.86,0.52,0.45,0.62,0.05,0.50,0.53,0.36,2
/Users/jishavarun/Documents/Python/CS256/wiki/13/18681613_1968-02-23_2011.jpg,0.98,0.57,0.46,0.60,0.09,0.49,0.67,0.41,4
/Users/jishavarun/Documents/Python/CS256/wiki/13/18730913_1980-01-12_2004.jpg,0.93,0.48,0.44,0.64,0.06,0.47,0.87,0.42,2
/Users/jishavarun/Documents/Python/CS256/wiki/13/18730913_1980-01-12_2004.jpg,0.91,0.36,0.41,0.72,0.08,0.54,0.76,0.54,2
/Users/jishavarun/Documents/Python/CS256/wiki/13/18730913_1980-01-12_2004.jpg,0.91,0.36,0.41,0.72,0.08,0.54,0.76,0.54,2
/Users/jishavarun/Documents/Python/CS256/wiki/13/18756813_1958-09-14_2008.jpg,0.97,0.43,0.43,0.65,0.09,0.38,0.90,0.35,4
/Users/jishavarun/Documents/Python/CS256/wiki/13/1883213_1962-01-12_2007.jpg,0.97,0.43,0.43,0.65,0.09,0.38,0.90,0.35,4
/Users/jishavarun/Documents/Python/CS256/wiki/13/18932513_1991-07-03_2014.jpg,0.95,0.49,0.43,0.66,0.09,0.35,0.57,0.36,2
/Users/jishavarun/Documents/Python/CS256/wiki/13/18986913_1951-03-12_2008.jpg,0.85,0.38,0.41,0.71,0.07,0.51,0.61,0.44,5
/Users/jishavarun/Documents/Python/CS256/wiki/13/19057013_1989-04-17_2010.jpg,0.91,0.41,0.43,0.66,0.07,0.45,0.57,0.41,2
/Users/jishavarun/Documents/Python/CS256/wiki/13/19057013_1989-04-17_2010.jpg,0.83,0.42,0.43,0.67,0.05,0.56,0.61,0.46,2
/Users/jishavarun/Documents/Python/CS256/wiki/13/19119113_1974-12-30_2011.jpg,0.99,0.55,0.40,0.74,0.08,0.45,0.70,0.36,3
/Users/jishavarun/Documents/Python/CS256/wiki/13/19197013_1992-02-09_2012.jpg,0.94,0.42,0.39,0.79,0.08,0.43,0.74,0.39,1
/Users/jishavarun/Documents/Python/CS256/wiki/13/1920113_1951-06-02_1972.jpg,1.02,0.46,0.41,0.72,0.07,0.43,0.58,0.45,2
/Users/jishavarun/Documents/Python/CS256/wiki/13/1926213_1977-05-22_2004.jpg,0.90,0.34,0.40,0.75,0.10,0.39,0.64,0.33,2
/Users/jishavarun/Documents/Python/CS256/wiki/13/1926213_1977-05-22_2004.jpg,0.90,0.34,0.40,0.75,0.10,0.39,0.64,0.33,2
/Users/jishavarun/Documents/Python/CS256/wiki/13/19345613_1979-04-24_2008.jpg,0.94,0.50,0.42,0.70,0.05,0.47,0.79,0.43,2
/Users/jishavarun/Documents/Python/CS256/wiki/13/19394613_1980-10-21_2014.jpg,0.99,0.54,0.44,0.65,0.09,0.38,0.59,0.45,3
/Users/jishavarun/Documents/Python/CS256/wiki/13/1941813_1964-03-10_2012.jpg,0.86,0.48,0.44,0.64,0.06,0.56,0.51,0.45,4
/Users/jishavarun/Documents/Python/CS256/wiki/13/1978013_1957-06-17_2011.jpg,1.02,0.49,0.42,0.69,0.08,0.40,0.57,0.34,5
/Users/jishavarun/Documents/Python/CS256/wiki/13/1989813_1922-04-27_1971.jpg,1.02,0.49,0.42,0.69,0.08,0.40,0.57,0.34,4
/Users/jishavarun/Documents/Python/CS256/wiki/13/199513_1889-05-25_1950.jpg,0.84,0.43,0.43,0.66,0.07,0.52,0.47,0.36,6
/Users/jishavarun/Documents/Python/CS256/wiki/13/20013513_1925-09-13_1958.jpg,1.03,0.52,0.42,0.70,0.07,0.44,0.60,0.39,3
/Users/jishavarun/Documents/Python/CS256/wiki/13/20089113_1927-01-29_1955.jpg,0.88,0.33,0.41,0.72,0.07,0.45,0.49,0.47,2
/Users/jishavarun/Documents/Python/CS256/wiki/13/20168313_1987-02-26_2010.jpg,0.92,0.41,0.43,0.67,0.09,0.39,0.58,0.34,2
/Users/jishavarun/Documents/Python/CS256/wiki/13/20437813_1993-05-13_2012.jpg,0.92,0.41,0.43,0.67,0.09,0.39,0.58,0.34,1
/Users/jishavarun/Documents/Python/CS256/wiki/13/20544913_1937-04-08_1970.jpg,0.93,0.37,0.43,0.67,0.06,0.46,0.74,0.43,3
/Users/jishavarun/Documents/Python/CS256/wiki/13/206713_1932-01-22_1990.jpg,0.93,0.37,0.43,0.67,0.06,0.46,0.74,0.43,5
/Users/jishavarun/Documents/Python/CS256/wiki/13/20692013_1976-11-16_2002.jpg,0.87,0.50,0.40,0.76,0.08,0.46,0.45,0.37,2
/Users/jishavarun/Documents/Python/CS256/wiki/13/20847113_1951-08-30_2013.jpg,0.94,0.45,0.45,0.61,0.08,0.44,0.72,0.37,6
/Users/jishavarun/Documents/Python/CS256/wiki/13/2092013_1982-09-14_2003.jpg,0.92,0.54,0.41,0.71,0.06,0.42,0.88,0.43,2
/Users/jishavarun/Documents/Python/CS256/wiki/13/20972313_1992-05-25_2012.jpg,0.89,0.51,0.42,0.69,0.08,0.51,0.74,0.48,1
/Users/jishavarun/Documents/Python/CS256/wiki/13/21026613_1956-05-03_2011.jpg,0.95,0.43,0.43,0.68,0.07,0.45,0.72,0.41,5
/Users/jishavarun/Documents/Python/CS256/wiki/13/21042713_1941-04-04_1965.jpg,0.95,0.43,0.43,0.68,0.07,0.45,0.72,0.41,2
/Users/jishavarun/Documents/Python/CS256/wiki/13/21059413_1916-04-06_1971.jpg,0.93,0.44,0.46,0.58,0.06,0.43,0.42,0.39,5
/Users/jishavarun/Documents/Python/CS256/wiki/13/2138013_1921-10-12_1958.jpg,0.91,0.51,0.41,0.71,0.04,0.55,0.59,0.48,3
/Users/jishavarun/Documents/Python/CS256/wiki/13/2138013_1921-10-12_1958.jpg,0.91,0.51,0.41,0.71,0.04,0.55,0.59,0.48,3
/Users/jishavarun/Documents/Python/CS256/wiki/13/2138413_1916-01-11_1975.jpg,0.87,0.45,0.45,0.61,0.08,0.48,0.72,0.31,5
/Users/jishavarun/Documents/Python/CS256/wiki/13/2138413_1916-01-11_1975.jpg,0.82,0.42,0.41,0.73,0.07,0.47,0.42,0.37,5
/Users/jishavarun/Documents/Python/CS256/wiki/13/21537413_1988-09-26_2013.jpg,0.82,0.42,0.41,0.73,0.07,0.47,0.42,0.37,2
/Users/jishavarun/Documents/Python/CS256/wiki/13/21579513_1989-10-21_2013.jpg,0.83,0.46,0.40,0.75,0.06,0.49,0.56,0.33,2
/Users/jishavarun/Documents/Python/CS256/wiki/13/21749713_1942-04-21_1964.jpg,0.85,0.41,0.44,0.65,0.07,0.39,0.67,0.39,2
/Users/jishavarun/Documents/Python/CS256/wiki/13/21749713_1942-04-21_1964.jpg,0.89,0.48,0.44,0.64,0.06,0.42,0.61,0.33,2
/Users/jishavarun/Documents/Python/CS256/wiki/13/21749713_1942-04-21_1964.jpg,0.91,0.45,0.41,0.73,0.06,0.36,0.74,0.36,2
/Users/jishavarun/Documents/Python/CS256/wiki/13/21749713_1942-04-21_1964.jpg,1.02,0.51,0.45,0.62,0.07,0.39,0.78,0.33,2
/Users/jishavarun/Documents/Python/CS256/wiki/13/22147513_1947-02-20_2009.jpg,0.92,0.51,0.44,0.64,0.07,0.51,0.60,0.36,6
/Users/jishavarun/Documents/Python/CS256/wiki/13/22321213_1985-09-20_2008.jpg,0.86,0.38,0.43,0.68,0.06,0.45,0.58,0.37,2
/Users/jishavarun/Documents/Python/CS256/wiki/13/22573513_1963-10-14_2006.jpg,0.86,0.38,0.43,0.68,0.06,0.45,0.58,0.37,4
/Users/jishavarun/Documents/Python/CS256/wiki/13/226113_1963-08-21_2013.jpg,0.88,0.44,0.47,0.56,0.06,0.51,0.68,0.37,4
/Users/jishavarun/Documents/Python/CS256/wiki/13/2277313_1967-02-10_2007.jpg,0.96,0.47,0.42,0.68,0.07,0.46,0.73,0.39,3
/Users/jishavarun/Documents/Python/CS256/wiki/13/22783713_1947-11-05_2008.jpg,0.85,0.38,0.42,0.70,0.08,0.43,0.75,0.33,6
/Users/jishavarun/Documents/Python/CS256/wiki/13/23088113_1963-09-27_2014.jpg,0.96,0.46,0.41,0.72,0.07,0.47,0.57,0.36,5
/Users/jishavarun/Documents/Python/CS256/wiki/13/23105613_1988-01-10_2012.jpg,0.96,0.46,0.41,0.72,0.07,0.47,0.57,0.36,2
/Users/jishavarun/Documents/Python/CS256/wiki/13/23307413_1960-11-20_2010.jpg,0.95,0.39,0.41,0.73,0.08,0.43,0.42,0.34,4
/Users/jishavarun/Documents/Python/CS256/wiki/13/23557713_1985-02-21_2012.jpg,0.88,0.44,0.40,0.75,0.08,0.46,0.73,0.34,2
/Users/jishavarun/Documents/Python/CS256/wiki/13/236613_1973-12-04_2012.jpg,0.99,0.51,0.43,0.67,0.10,0.42,0.69,0.42,3
/Users/jishavarun/Documents/Python/CS256/wiki/13/23817213_1948-05-28_1976.jpg,0.92,0.44,0.39,0.78,0.08,0.48,0.63,0.42,2
/Users/jishavarun/Documents/Python/CS256/wiki/13/241113_1966-06-25_2012.jpg,0.95,0.46,0.44,0.64,0.05,0.68,0.72,0.57,4
/Users/jishavarun/Documents/Python/CS256/wiki/13/2429713_1981-09-22_2011.jpg,0.92,0.48,0.39,0.80,0.07,0.47,0.70,0.45,2
/Users/jishavarun/Documents/Python/CS256/wiki/13/24297613_1992-02-04_2010.jpg,0.91,0.40,0.41,0.73,0.10,0.45,1.07,0.36,1
/Users/jishavarun/Documents/Python/CS256/wiki/13/24357613_1980-12-20_2009.jpg,0.91,0.42,0.42,0.70,0.09,0.41,0.59,0.36,2
/Users/jishavarun/Documents/Python/CS256/wiki/13/24490413_1980-11-19_2012.jpg,0.95,0.44,0.44,0.65,0.07,0.45,0.74,0.33,3
/Users/jishavarun/Documents/Python/CS256/wiki/13/246513_1945-07-07_2007.jpg,0.94,0.43,0.46,0.58,0.09,0.44,0.65,0.39,6
/Users/jishavarun/Documents/Python/CS256/wiki/13/24802313_1984-01-01_2011.jpg,0.93,0.42,0.42,0.68,0.11,0.42,0.59,0.30,2
/Users/jishavarun/Documents/Python/CS256/wiki/13/25021613_1996-10-24_2012.jpg,0.92,0.31,0.43,0.67,0.07,0.35,0.64,0.37,1
/Users/jishavarun/Documents/Python/CS256/wiki/13/25021613_1996-10-24_2012.jpg,0.89,0.33,0.41,0.73,0.11,0.26,0.63,0.23,1
/Users/jishavarun/Documents/Python/CS256/wiki/13/25021613_1996-10-24_2012.jpg,0.89,0.33,0.41,0.73,0.11,0.26,0.63,0.23,1
/Users/jishavarun/Documents/Python/CS256/wiki/13/2508913_1964-11-27_2006.jpg,0.82,0.31,0.44,0.64,0.05,0.46,0.30,0.45,4
/Users/jishavarun/Documents/Python/CS256/wiki/13/2512813_1927-01-29_2008.jpg,0.80,0.32,0.41,0.73,0.04,0.47,0.48,0.37,8
/Users/jishavarun/Documents/Python/CS256/wiki/13/2512813_1927-01-29_2008.jpg,0.88,0.50,0.51,0.48,0.05,0.58,0.61,0.40,8
/Users/jishavarun/Documents/Python/CS256/wiki/13/2523113_1959-12-22_2007.jpg,0.83,0.36,0.45,0.61,0.07,0.47,0.63,0.36,4
/Users/jishavarun/Documents/Python/CS256/wiki/13/2529113_1976-11-08_2007.jpg,0.85,0.28,0.40,0.76,0.09,0.44,0.39,0.39,3
/Users/jishavarun/Documents/Python/CS256/wiki/13/25434913_1987-03-09_2008.jpg,0.98,0.48,0.40,0.76,0.08,0.44,0.71,0.38,2
/Users/jishavarun/Documents/Python/CS256/wiki/13/25992813_1966-03-11_2011.jpg,1.03,0.54,0.45,0.61,0.06,0.44,0.82,0.38,4
/Users/jishavarun/Documents/Python/CS256/wiki/13/2603913_1985-09-03_2012.jpg,0.91,0.43,0.41,0.71,0.07,0.45,0.65,0.37,2
/Users/jishavarun/Documents/Python/CS256/wiki/13/26160913_1958-08-22_2014.jpg,0.87,0.46,0.43,0.68,0.05,0.51,0.58,0.46,5
/Users/jishavarun/Documents/Python/CS256/wiki/13/264313_1967-06-07_2010.jpg,0.86,0.31,0.42,0.70,0.09,0.42,0.61,0.46,4
/Users/jishavarun/Documents/Python/CS256/wiki/13/2645413_1981-12-15_2008.jpg,0.96,0.53,0.40,0.74,0.09,0.40,0.70,0.32,2
/Users/jishavarun/Documents/Python/CS256/wiki/13/26636513_1936-02-01_2007.jpg,0.96,0.53,0.40,0.74,0.09,0.40,0.70,0.32,7
/Users/jishavarun/Documents/Python/CS256/wiki/13/26773513_1982-12-07_2008.jpg,0.84,0.39,0.42,0.70,0.06,0.50,0.50,0.35,2
/Users/jishavarun/Documents/Python/CS256/wiki/13/26897013_1991-06-25_2010.jpg,0.85,0.31,0.43,0.68,0.08,0.56,0.71,0.37,1
/Users/jishavarun/Documents/Python/CS256/wiki/13/26975113_1991-02-04_2012.jpg,0.95,0.49,0.45,0.61,0.08,0.39,0.61,0.37,2
/Users/jishavarun/Documents/Python/CS256/wiki/13/2700013_1977-02-20_2012.jpg,0.98,0.53,0.42,0.70,0.09,0.51,0.57,0.37,3
/Users/jishavarun/Documents/Python/CS256/wiki/13/27674413_1941-01-10_1970.jpg,0.94,0.45,0.45,0.61,0.08,0.46,0.54,0.40,2
/Users/jishavarun/Documents/Python/CS256/wiki/13/27680513_1974-04-24_2011.jpg,0.94,0.45,0.45,0.61,0.08,0.46,0.54,0.40,3
/Users/jishavarun/Documents/Python/CS256/wiki/13/27680513_1974-04-24_2011.jpg,0.94,0.45,0.45,0.61,0.08,0.46,0.54,0.40,3
/Users/jishavarun/Documents/Python/CS256/wiki/13/27728013_1989-05-06_2014.jpg,0.94,0.45,0.45,0.61,0.08,0.46,0.54,0.40,2
/Users/jishavarun/Documents/Python/CS256/wiki/13/2791513_1983-01-16_2012.jpg,0.99,0.46,0.44,0.63,0.10,0.38,0.54,0.35,2
/Users/jishavarun/Documents/Python/CS256/wiki/13/27925313_1990-11-06_2011.jpg,0.89,0.37,0.41,0.73,0.12,0.36,0.73,0.32,2
/Users/jishavarun/Documents/Python/CS256/wiki/13/27953213_1992-08-23_2011.jpg,0.81,0.38,0.43,0.68,0.07,0.50,0.72,0.36,1
/Users/jishavarun/Documents/Python/CS256/wiki/13/2806813_1947-06-10_2012.jpg,0.90,0.42,0.45,0.60,0.05,0.62,0.57,0.48,6
/Users/jishavarun/Documents/Python/CS256/wiki/13/28088013_1977-03-23_2013.jpg,0.92,0.44,0.43,0.68,0.08,0.44,0.38,0.37,3
/Users/jishavarun/Documents/Python/CS256/wiki/13/284313_1943-04-24_2008.jpg,0.99,0.47,0.47,0.55,0.06,0.51,0.70,0.38,6
/Users/jishavarun/Documents/Python/CS256/wiki/13/2884613_1976-08-02_2010.jpg,1.01,0.51,0.44,0.64,0.08,0.46,0.61,0.46,3
/Users/jishavarun/Documents/Python/CS256/wiki/13/2884613_1976-08-02_2010.jpg,0.91,0.46,0.41,0.73,0.05,0.50,0.60,0.41,3
/Users/jishavarun/Documents/Python/CS256/wiki/13/29075713_1991-05-22_2009.jpg,0.84,0.39,0.43,0.67,0.07,0.53,0.82,0.30,1
/Users/jishavarun/Documents/Python/CS256/wiki/13/29123013_1985-01-31_2011.jpg,0.84,0.39,0.43,0.67,0.07,0.53,0.82,0.30,2
/Users/jishavarun/Documents/Python/CS256/wiki/13/29258513_1963-01-12_2012.jpg,0.91,0.36,0.43,0.66,0.07,0.47,0.93,0.37,4
/Users/jishavarun/Documents/Python/CS256/wiki/13/2935713_1976-05-26_2010.jpg,0.89,0.43,0.43,0.68,0.06,0.51,0.44,0.35,3
/Users/jishavarun/Documents/Python/CS256/wiki/13/2977313_1979-09-26_2007.jpg,1.02,0.48,0.43,0.68,0.08,0.43,0.76,0.45,2
/Users/jishavarun/Documents/Python/CS256/wiki/13/29774613_1959-03-10_2009.jpg,0.94,0.42,0.44,0.63,0.05,0.47,0.51,0.39,4
/Users/jishavarun/Documents/Python/CS256/wiki/13/29933113_1991-03-03_2014.jpg,0.89,0.37,0.41,0.73,0.08,0.40,0.47,0.32,2
/Users/jishavarun/Documents/Python/CS256/wiki/13/30058713_1991-12-09_2014.jpg,0.85,0.33,0.35,0.96,0.12,0.39,0.41,0.35,2
/Users/jishavarun/Documents/Python/CS256/wiki/13/30065213_1992-03-02_2012.jpg,0.88,0.42,0.42,0.69,0.08,0.43,0.80,0.36,1
/Users/jishavarun/Documents/Python/CS256/wiki/13/30065213_1992-03-02_2012.jpg,0.87,0.47,0.42,0.68,0.04,0.52,0.44,0.41,1
/Users/jishavarun/Documents/Python/CS256/wiki/13/30130913_1988-05-09_2011.jpg,0.96,0.37,0.41,0.73,0.07,0.44,0.32,0.40,2
/Users/jishavarun/Documents/Python/CS256/wiki/13/3029013_1958-05-25_2011.jpg,0.86,0.46,0.46,0.59,0.05,0.60,0.63,0.43,5
/Users/jishavarun/Documents/Python/CS256/wiki/13/3035313_1970-07-11_2009.jpg,0.96,0.52,0.44,0.64,0.05,0.47,0.65,0.42,3
/Users/jishavarun/Documents/Python/CS256/wiki/13/3036913_1922-03-19_1972.jpg,0.89,0.51,0.42,0.68,0.06,0.60,0.58,0.49,4
/Users/jishavarun/Documents/Python/CS256/wiki/13/30672313_1955-03-16_2010.jpg,0.84,0.43,0.41,0.71,0.04,0.47,0.50,0.42,5
/Users/jishavarun/Documents/Python/CS256/wiki/13/30697713_1973-06-21_2012.jpg,0.98,0.53,0.41,0.72,0.07,0.50,0.60,0.47,3
/Users/jishavarun/Documents/Python/CS256/wiki/13/30726013_1986-08-25_2013.jpg,0.98,0.53,0.41,0.72,0.07,0.50,0.60,0.47,2
/Users/jishavarun/Documents/Python/CS256/wiki/13/30755513_1971-03-30_2009.jpg,0.82,0.38,0.43,0.65,0.07,0.46,0.56,0.37,3
/Users/jishavarun/Documents/Python/CS256/wiki/13/30767813_1949-01-02_1971.jpg,0.85,0.31,0.42,0.69,0.04,0.54,0.81,0.51,2
/Users/jishavarun/Documents/Python/CS256/wiki/13/30860813_1958-08-23_2011.jpg,0.93,0.49,0.45,0.61,0.09,0.49,0.72,0.43,5
/Users/jishavarun/Documents/Python/CS256/wiki/13/31009313_1952-07-15_2013.jpg,0.91,0.45,0.49,0.53,0.07,0.33,0.76,0.29,6
/Users/jishavarun/Documents/Python/CS256/wiki/13/31050613_1979-04-29_2010.jpg,0.84,0.43,0.43,0.66,0.05,0.50,0.36,0.42,3
/Users/jishavarun/Documents/Python/CS256/wiki/13/31306113_1988-12-28_2012.jpg,0.84,0.43,0.43,0.66,0.05,0.50,0.36,0.42,2
/Users/jishavarun/Documents/Python/CS256/wiki/13/31447813_1988-02-15_2011.jpg,1.05,0.54,0.41,0.72,0.06,0.47,0.74,0.37,2
/Users/jishavarun/Documents/Python/CS256/wiki/13/31455113_1948-04-17_2013.jpg,1.05,0.54,0.41,0.72,0.06,0.47,0.74,0.37,6
/Users/jishavarun/Documents/Python/CS256/wiki/13/3149013_1940-03-05_2011.jpg,0.96,0.47,0.45,0.61,0.06,0.46,0.63,0.33,7
/Users/jishavarun/Documents/Python/CS256/wiki/13/31593913_1952-10-27_2011.jpg,0.92,0.48,0.44,0.63,0.04,0.53,0.78,0.42,5
/Users/jishavarun/Documents/Python/CS256/wiki/13/31611913_1987-04-08_2012.jpg,0.92,0.48,0.44,0.63,0.04,0.53,0.78,0.42,2
/Users/jishavarun/Documents/Python/CS256/wiki/13/31637613_1994-11-03_2011.jpg,0.92,0.41,0.36,0.89,0.09,0.29,0.59,0.30,1
/Users/jishavarun/Documents/Python/CS256/wiki/13/31747313_1981-08-10_2014.jpg,0.96,0.53,0.42,0.70,0.07,0.54,0.89,0.39,3
/Users/jishavarun/Documents/Python/CS256/wiki/13/31747313_1981-08-10_2014.jpg,1.03,0.47,0.40,0.76,0.08,0.39,0.63,0.37,3
/Users/jishavarun/Documents/Python/CS256/wiki/13/3188513_1980-07-17_2014.jpg,1.02,0.51,0.38,0.82,0.10,0.48,0.66,0.43,3
/Users/jishavarun/Documents/Python/CS256/wiki/13/3201113_1972-11-09_2015.jpg,0.85,0.39,0.43,0.67,0.05,0.53,0.62,0.48,4
/Users/jishavarun/Documents/Python/CS256/wiki/13/3217213_1980-09-16_2008.jpg,0.87,0.39,0.40,0.76,0.06,0.62,0.63,0.43,2
/Users/jishavarun/Documents/Python/CS256/wiki/13/3220313_1942-11-29_2008.jpg,0.85,0.40,0.45,0.62,0.05,0.51,0.68,0.40,6
/Users/jishavarun/Documents/Python/CS256/wiki/13/32470713_1989-06-07_2014.jpg,0.95,0.49,0.41,0.71,0.08,0.37,0.93,0.37,2
/Users/jishavarun/Documents/Python/CS256/wiki/13/32562213_1989-05-14_2013.jpg,0.95,0.49,0.41,0.71,0.08,0.37,0.93,0.37,2
/Users/jishavarun/Documents/Python/CS256/wiki/13/33030213_1993-01-17_2012.jpg,0.99,0.52,0.45,0.61,0.05,0.50,0.95,0.46,1
/Users/jishavarun/Documents/Python/CS256/wiki/13/33030213_1993-01-17_2012.jpg,0.88,0.43,0.43,0.66,0.05,0.47,0.78,0.44,1
/Users/jishavarun/Documents/Python/CS256/wiki/13/33249313_1992-10-20_2012.jpg,0.80,0.27,0.42,0.69,0.08,0.47,0.53,0.38,1
/Users/jishavarun/Documents/Python/CS256/wiki/13/33306713_1976-08-08_2013.jpg,0.98,0.56,0.41,0.72,0.06,0.53,0.58,0.45,3
/Users/jishavarun/Documents/Python/CS256/wiki/13/33306713_1976-08-08_2013.jpg,1.01,0.41,0.46,0.59,0.05,0.44,0.54,0.49,3
/Users/jishavarun/Documents/Python/CS256/wiki/13/33321213_1989-03-15_2008.jpg,0.81,0.38,0.40,0.75,0.05,0.49,0.65,0.47,1
/Users/jishavarun/Documents/Python/CS256/wiki/13/3338613_1967-08-22_2014.jpg,0.87,0.42,0.43,0.65,0.06,0.57,0.57,0.44,4
/Users/jishavarun/Documents/Python/CS256/wiki/13/33463013_1986-11-08_2011.jpg,0.91,0.36,0.43,0.67,0.09,0.31,0.63,0.35,2
/Users/jishavarun/Documents/Python/CS256/wiki/13/33463013_1986-11-08_2011.jpg,0.91,0.36,0.43,0.67,0.09,0.31,0.63,0.35,2
/Users/jishavarun/Documents/Python/CS256/wiki/13/336613_1938-07-29_1968.jpg,0.97,0.40,0.42,0.70,0.08,0.35,0.65,0.38,2
/Users/jishavarun/Documents/Python/CS256/wiki/13/33791013_1911-02-18_1993.jpg,0.88,0.46,0.47,0.57,0.10,0.49,0.53,0.35,8
/Users/jishavarun/Documents/Python/CS256/wiki/13/33792013_1949-09-20_1984.jpg,0.86,0.37,0.41,0.72,0.06,0.47,0.69,0.42,3
/Users/jishavarun/Documents/Python/CS256/wiki/13/33801713_1947-12-19_2013.jpg,0.93,0.38,0.42,0.70,0.06,0.46,0.60,0.39,6
/Users/jishavarun/Documents/Python/CS256/wiki/13/338813_1966-09-08_2013.jpg,0.88,0.37,0.41,0.74,0.09,0.46,0.75,0.53,4
/Users/jishavarun/Documents/Python/CS256/wiki/13/33951013_1995-07-22_2012.jpg,1.04,0.44,0.47,0.58,0.09,0.38,0.85,0.32,1
/Users/jishavarun/Documents/Python/CS256/wiki/13/33951013_1995-07-22_2012.jpg,0.97,0.44,0.42,0.68,0.08,0.38,0.58,0.30,1
/Users/jishavarun/Documents/Python/CS256/wiki/13/33969013_1968-05-03_2012.jpg,0.90,0.46,0.42,0.69,0.07,0.53,0.76,0.49,4
/Users/jishavarun/Documents/Python/CS256/wiki/13/3421513_1957-07-04_2006.jpg,0.84,0.42,0.41,0.72,0.05,0.49,0.56,0.39,4
/Users/jishavarun/Documents/Python/CS256/wiki/13/345113_1951-08-08_2008.jpg,0.84,0.42,0.41,0.72,0.05,0.49,0.56,0.39,5
/Users/jishavarun/Documents/Python/CS256/wiki/13/3465513_1985-01-01_2010.jpg,0.84,0.42,0.41,0.72,0.05,0.49,0.56,0.39,2
/Users/jishavarun/Documents/Python/CS256/wiki/13/3468213_1982-12-30_2009.jpg,1.01,0.55,0.44,0.63,0.08,0.37,0.54,0.33,2
/Users/jishavarun/Documents/Python/CS256/wiki/13/34737913_1993-03-19_2013.jpg,1.05,0.56,0.43,0.67,0.07,0.47,0.75,0.45,1
