Image,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,age_class
2604907_1983-05-23_2011.jpg,0.49,0.49,0.49,0.41,0.47,0.47,0.49,0.51,0.50,0.38,0.47,0.48,0.50,0.49,0.49,0.45,0.48,0.48,0.49,0.51,0.51,0.43,0.48,0.49,2
26252507_1979-04-27_2010.jpg,0.50,0.48,0.49,0.48,0.50,0.50,0.49,0.51,0.50,0.47,0.50,0.50,0.50,0.48,0.49,0.52,0.50,0.51,0.49,0.51,0.50,0.50,0.50,0.50,3
2625707_1970-04-03_2005.jpg,0.48,0.47,0.48,0.27,0.43,0.42,0.49,0.49,0.50,0.26,0.41,0.43,0.49,0.47,0.49,0.35,0.46,0.45,0.49,0.50,0.50,0.34,0.44,0.46,3
26276707_1934-07-14_2013.jpg,0.49,0.48,0.49,0.35,0.47,0.47,0.49,0.50,0.49,0.35,0.47,0.48,0.50,0.48,0.49,0.41,0.48,0.48,0.49,0.50,0.49,0.41,0.48,0.49,7
26307_1905-04-24_1968.jpg,0.46,0.48,0.49,0.25,0.43,0.41,0.46,0.47,0.48,0.25,0.42,0.41,0.47,0.48,0.49,0.31,0.45,0.44,0.47,0.48,0.48,0.31,0.44,0.43,6
2647007_1978-08-05_2003.jpg,0.49,0.51,0.49,0.37,0.48,0.47,0.50,0.48,0.50,0.39,0.48,0.47,0.49,0.51,0.49,0.41,0.49,0.48,0.50,0.48,0.50,0.43,0.49,0.48,2
265207_1960-06-02_2014.jpg,0.49,0.50,0.49,0.30,0.48,0.47,0.49,0.49,0.50,0.33,0.48,0.48,0.49,0.50,0.49,0.36,0.48,0.48,0.49,0.49,0.50,0.37,0.48,0.49,5
26521107_1925-12-07_1966.jpg,0.51,0.50,0.49,0.37,0.50,0.49,0.50,0.50,0.51,0.37,0.49,0.49,0.51,0.50,0.49,0.44,0.50,0.49,0.50,0.51,0.51,0.45,0.50,0.49,4
26636707_1972-12-09_2013.jpg,0.37,0.39,0.40,0.15,0.29,0.28,0.34,0.35,0.37,0.17,0.29,0.29,0.39,0.41,0.42,0.19,0.32,0.30,0.36,0.37,0.40,0.21,0.31,0.31,4
26777007_1988-04-28_2015.jpg,0.49,0.50,0.50,0.34,0.48,0.48,0.49,0.50,0.50,0.35,0.48,0.48,0.49,0.50,0.50,0.41,0.49,0.49,0.49,0.50,0.50,0.41,0.49,0.49,2
2684507_1962-02-12_1980.jpg,0.49,0.49,0.50,0.34,0.48,0.48,0.50,0.51,0.50,0.37,0.48,0.47,0.50,0.49,0.50,0.42,0.49,0.49,0.50,0.51,0.50,0.44,0.49,0.49,1
27285207_1963-10-12_2007.jpg,0.49,0.50,0.50,0.39,0.49,0.48,0.50,0.49,0.50,0.39,0.49,0.49,0.50,0.50,0.50,0.44,0.50,0.49,0.50,0.49,0.50,0.45,0.50,0.50,4
27367107_1985-07-12_2009.jpg,0.46,0.47,0.48,0.29,0.44,0.41,0.47,0.48,0.49,0.30,0.43,0.40,0.47,0.48,0.48,0.33,0.46,0.43,0.48,0.48,0.49,0.34,0.45,0.43,2
2738407_1951-03-04_2014.jpg,0.48,0.49,0.49,0.37,0.47,0.46,0.49,0.48,0.48,0.35,0.46,0.46,0.50,0.50,0.50,0.46,0.50,0.49,0.50,0.49,0.49,0.44,0.49,0.48,6
27453107_1993-07-27_2015.jpg,0.49,0.49,0.50,0.29,0.49,0.49,0.49,0.50,0.50,0.31,0.49,0.48,0.50,0.49,0.51,0.40,0.49,0.50,0.50,0.50,0.50,0.41,0.49,0.49,2
2748007_1939-05-05_2005.jpg,0.47,0.48,0.49,0.21,0.46,0.44,0.47,0.49,0.49,0.21,0.46,0.46,0.48,0.49,0.49,0.28,0.47,0.46,0.48,0.49,0.49,0.29,0.47,0.47,6
27586107_1983-02-27_2013.jpg,0.49,0.51,0.49,0.37,0.48,0.49,0.49,0.50,0.50,0.35,0.48,0.48,0.49,0.51,0.50,0.44,0.49,0.50,0.50,0.50,0.50,0.43,0.49,0.49,2
27646007_1985-07-02_2011.jpg,0.49,0.49,0.50,0.35,0.49,0.47,0.50,0.49,0.50,0.37,0.48,0.47,0.49,0.49,0.50,0.40,0.49,0.48,0.50,0.49,0.50,0.41,0.48,0.48,2
27710907_1962-06-20_2011.jpg,0.48,0.49,0.50,0.20,0.45,0.45,0.48,0.49,0.48,0.20,0.45,0.43,0.49,0.49,0.50,0.32,0.47,0.47,0.49,0.49,0.49,0.32,0.47,0.46,4
27739807_1950-01-30_2007.jpg,0.49,0.49,0.49,0.33,0.48,0.47,0.50,0.48,0.49,0.31,0.47,0.47,0.49,0.49,0.49,0.42,0.49,0.48,0.50,0.49,0.49,0.41,0.49,0.49,5
27847607_1953-12-21_2010.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,5
27918207_1989-08-05_2013.jpg,0.48,0.48,0.49,0.36,0.45,0.46,0.49,0.49,0.50,0.37,0.45,0.46,0.50,0.49,0.50,0.45,0.49,0.49,0.50,0.50,0.51,0.45,0.49,0.49,2
2796707_1982-05-28_2007.jpg,0.49,0.48,0.50,0.36,0.48,0.48,0.49,0.51,0.50,0.37,0.48,0.48,0.50,0.48,0.50,0.42,0.49,0.49,0.50,0.51,0.50,0.44,0.49,0.49,2
27981607_1960-07-08_2009.jpg,0.48,0.48,0.49,0.22,0.46,0.44,0.47,0.49,0.48,0.24,0.46,0.44,0.49,0.49,0.49,0.31,0.48,0.46,0.48,0.49,0.49,0.33,0.47,0.46,4
27985707_1927-05-27_1966.jpg,0.49,0.49,0.49,0.38,0.48,0.48,0.49,0.51,0.50,0.36,0.49,0.48,0.50,0.49,0.49,0.44,0.49,0.49,0.50,0.51,0.50,0.42,0.49,0.49,3
27994307_1975-02-11_2003.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,2
28006707_1987-06-25_2015.jpg,0.50,0.49,0.49,0.39,0.49,0.48,0.49,0.49,0.50,0.37,0.49,0.49,0.50,0.50,0.49,0.43,0.50,0.49,0.49,0.50,0.50,0.42,0.49,0.49,2
2811807_1951-08-05_2013.jpg,0.49,0.47,0.50,0.25,0.48,0.47,0.49,0.50,0.51,0.23,0.47,0.47,0.49,0.48,0.50,0.33,0.48,0.48,0.50,0.51,0.51,0.32,0.48,0.48,6
28140307_1990-05-09_2015.jpg,0.49,0.49,0.50,0.42,0.48,0.49,0.49,0.49,0.49,0.42,0.48,0.48,0.49,0.49,0.50,0.47,0.49,0.50,0.49,0.49,0.49,0.48,0.49,0.49,2
28384507_1991-02-01_2011.jpg,0.49,0.49,0.50,0.41,0.49,0.47,0.49,0.48,0.50,0.39,0.49,0.47,0.50,0.50,0.51,0.51,0.50,0.50,0.50,0.49,0.50,0.49,0.50,0.50,1
28450107_1938-12-31_2009.jpg,0.48,0.50,0.51,0.28,0.46,0.45,0.48,0.49,0.48,0.25,0.46,0.45,0.49,0.50,0.51,0.39,0.48,0.48,0.49,0.49,0.49,0.37,0.48,0.48,7
2847207_1981-07-05_2013.jpg,0.48,0.47,0.49,0.37,0.46,0.46,0.48,0.50,0.50,0.38,0.47,0.46,0.49,0.48,0.50,0.42,0.48,0.47,0.49,0.50,0.50,0.42,0.48,0.48,3
2862207_1977-05-09_1970.jpg,0.49,0.50,0.47,0.48,0.46,0.49,0.47,0.47,0.48,0.48,0.46,0.50,0.49,0.50,0.47,0.57,0.56,0.52,0.48,0.48,0.49,0.57,0.56,0.53,0
28648207_1989-06-06_2014.jpg,0.49,0.47,0.50,0.36,0.48,0.47,0.50,0.50,0.49,0.33,0.48,0.47,0.49,0.48,0.50,0.41,0.49,0.48,0.50,0.50,0.49,0.39,0.49,0.48,2
287007_1933-02-12_2015.jpg,0.49,0.49,0.50,0.30,0.48,0.46,0.48,0.49,0.50,0.35,0.48,0.47,0.50,0.49,0.50,0.35,0.48,0.48,0.49,0.49,0.50,0.39,0.49,0.48,8
2879607_1958-10-25_1973.jpg,0.49,0.50,0.50,0.40,0.50,0.49,0.50,0.50,0.50,0.41,0.49,0.49,0.49,0.51,0.50,0.46,0.50,0.49,0.50,0.50,0.50,0.46,0.49,0.50,1
28851107_1986-09-14_2013.jpg,0.50,0.49,0.50,0.41,0.48,0.49,0.49,0.50,0.50,0.40,0.50,0.49,0.50,0.50,0.50,0.45,0.49,0.49,0.49,0.50,0.50,0.45,0.50,0.50,2
288607_1925-03-12_1951.jpg,0.49,0.48,0.50,0.37,0.49,0.48,0.50,0.51,0.49,0.39,0.49,0.49,0.49,0.49,0.50,0.43,0.49,0.49,0.50,0.51,0.49,0.45,0.50,0.49,2
28877707_1989-06-09_2011.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,2
29169607_1989-07-07_2014.jpg,0.47,0.49,0.50,0.30,0.47,0.45,0.49,0.49,0.49,0.30,0.45,0.45,0.49,0.50,0.50,0.39,0.49,0.48,0.50,0.49,0.49,0.39,0.48,0.48,2
29323607_1987-02-02_2010.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,2
29579107_1969-03-23_2013.jpg,0.49,0.49,0.50,0.39,0.47,0.47,0.49,0.49,0.49,0.34,0.48,0.47,0.50,0.50,0.50,0.45,0.49,0.49,0.50,0.49,0.49,0.41,0.49,0.49,4
29870207_1985-10-02_2010.jpg,0.51,0.48,0.50,0.38,0.49,0.49,0.50,0.49,0.50,0.38,0.48,0.49,0.51,0.49,0.50,0.43,0.50,0.49,0.50,0.49,0.50,0.43,0.49,0.49,2
2989807_1982-11-14_2014.jpg,0.48,0.49,0.50,0.32,0.47,0.46,0.48,0.49,0.50,0.31,0.47,0.45,0.49,0.49,0.50,0.37,0.48,0.48,0.48,0.49,0.50,0.35,0.48,0.46,3
2996607_1960-07-05_2007.jpg,0.49,0.51,0.49,0.35,0.47,0.47,0.49,0.50,0.50,0.36,0.47,0.47,0.50,0.52,0.49,0.41,0.48,0.48,0.50,0.50,0.50,0.41,0.48,0.48,4
30033807_1884-11-28_1950.jpg,0.49,0.49,0.50,0.36,0.49,0.49,0.48,0.49,0.49,0.36,0.49,0.48,0.49,0.49,0.50,0.42,0.49,0.49,0.49,0.49,0.49,0.41,0.49,0.49,6
30488307_1980-09-14_2010.jpg,0.50,0.50,0.50,0.38,0.48,0.48,0.50,0.49,0.50,0.39,0.49,0.48,0.50,0.50,0.50,0.43,0.49,0.49,0.50,0.49,0.50,0.44,0.50,0.48,2
30502207_1953-11-09_1992.jpg,0.49,0.50,0.49,0.36,0.49,0.48,0.49,0.49,0.49,0.36,0.48,0.48,0.50,0.50,0.49,0.42,0.49,0.49,0.49,0.49,0.49,0.42,0.49,0.49,3
307507_1936-07-05_2009.jpg,0.48,0.49,0.50,0.28,0.46,0.45,0.48,0.48,0.50,0.29,0.46,0.43,0.49,0.50,0.50,0.38,0.47,0.47,0.49,0.49,0.50,0.38,0.48,0.46,7
30760307_1988-08-06_2014.jpg,0.49,0.48,0.50,0.43,0.49,0.49,0.49,0.50,0.49,0.42,0.49,0.48,0.50,0.49,0.50,0.52,0.50,0.50,0.49,0.50,0.49,0.50,0.50,0.50,2
30800407_1988-11-05_2011.jpg,0.50,0.49,0.50,0.40,0.49,0.48,0.49,0.48,0.50,0.40,0.48,0.49,0.50,0.49,0.50,0.45,0.49,0.49,0.49,0.48,0.50,0.45,0.49,0.50,2
30841207_1951-07-01_2009.jpg,0.48,0.47,0.49,0.34,0.47,0.46,0.49,0.49,0.50,0.30,0.47,0.47,0.49,0.47,0.49,0.40,0.48,0.48,0.49,0.50,0.50,0.37,0.48,0.48,5
3104507_1967-01-22_2009.jpg,0.47,0.47,0.49,0.23,0.45,0.44,0.50,0.49,0.51,0.24,0.46,0.44,0.48,0.48,0.50,0.31,0.46,0.46,0.50,0.49,0.51,0.31,0.47,0.46,4
31175307_1973-03-15_2009.jpg,0.51,0.51,0.49,0.42,0.47,0.47,0.49,0.49,0.49,0.41,0.47,0.47,0.51,0.51,0.49,0.47,0.49,0.49,0.49,0.49,0.49,0.45,0.49,0.48,3
31193707_1941-05-18_1964.jpg,0.50,0.50,0.49,0.45,0.49,0.49,0.51,0.50,0.49,0.42,0.49,0.49,0.50,0.50,0.49,0.48,0.50,0.49,0.51,0.50,0.49,0.46,0.50,0.49,2
31300807_1989-02-18_2012.jpg,0.50,0.49,0.50,0.39,0.48,0.48,0.50,0.50,0.50,0.41,0.48,0.48,0.50,0.49,0.50,0.44,0.49,0.49,0.50,0.50,0.50,0.46,0.49,0.49,2
3135007_1931-12-24_2008.jpg,0.49,0.50,0.50,0.33,0.49,0.49,0.50,0.50,0.49,0.36,0.49,0.49,0.50,0.50,0.50,0.42,0.49,0.49,0.50,0.50,0.49,0.44,0.49,0.50,7
31614207_1975-04-26_2013.jpg,0.49,0.50,0.49,0.36,0.48,0.47,0.50,0.49,0.50,0.36,0.48,0.48,0.50,0.50,0.50,0.42,0.49,0.48,0.50,0.49,0.50,0.42,0.49,0.49,3
31768807_1921-05-21_1981.jpg,0.49,0.49,0.50,0.31,0.47,0.47,0.49,0.48,0.49,0.31,0.46,0.46,0.50,0.50,0.50,0.37,0.48,0.48,0.49,0.48,0.49,0.37,0.47,0.47,5
31771807_1987-05-27_2013.jpg,0.50,0.50,0.50,0.33,0.49,0.48,0.50,0.49,0.48,0.31,0.49,0.48,0.50,0.50,0.51,0.41,0.49,0.49,0.50,0.49,0.48,0.40,0.49,0.49,2
3178307_1961-04-21_2007.jpg,0.47,0.49,0.48,0.32,0.45,0.44,0.48,0.47,0.48,0.31,0.45,0.44,0.48,0.49,0.49,0.35,0.47,0.45,0.48,0.48,0.49,0.36,0.46,0.46,4
31785607_1985-05-16_2014.jpg,0.45,0.46,0.47,0.25,0.43,0.41,0.46,0.47,0.47,0.25,0.43,0.44,0.46,0.47,0.48,0.32,0.44,0.43,0.47,0.48,0.48,0.32,0.44,0.45,2
319707_1952-09-27_2013.jpg,0.49,0.49,0.50,0.31,0.48,0.47,0.49,0.48,0.51,0.30,0.47,0.47,0.50,0.49,0.50,0.38,0.49,0.48,0.49,0.48,0.51,0.39,0.49,0.49,6
3201607_1954-02-09_1982.jpg,0.49,0.50,0.50,0.39,0.49,0.49,0.49,0.49,0.51,0.39,0.48,0.48,0.49,0.51,0.50,0.48,0.50,0.50,0.50,0.49,0.51,0.48,0.49,0.50,2
3218107_1988-07-25_2013.jpg,0.48,0.48,0.50,0.37,0.41,0.42,0.48,0.49,0.49,0.35,0.41,0.42,0.49,0.48,0.50,0.42,0.44,0.45,0.49,0.50,0.50,0.41,0.44,0.45,2
3219407_1978-10-06_2010.jpg,0.49,0.50,0.50,0.39,0.49,0.49,0.50,0.50,0.51,0.40,0.49,0.49,0.50,0.50,0.50,0.44,0.50,0.50,0.50,0.50,0.51,0.44,0.49,0.49,3
32215607_1991-03-18_2011.jpg,0.50,0.49,0.50,0.44,0.50,0.49,0.49,0.50,0.51,0.42,0.49,0.49,0.50,0.50,0.50,0.54,0.50,0.50,0.50,0.50,0.51,0.52,0.50,0.50,1
32347007_1978-04-17_2013.jpg,0.50,0.51,0.49,0.40,0.49,0.49,0.50,0.50,0.49,0.39,0.49,0.48,0.50,0.51,0.49,0.46,0.50,0.50,0.50,0.50,0.49,0.45,0.50,0.49,3
32563307_1988-02-06_2012.jpg,0.50,0.50,0.50,0.43,0.49,0.50,0.49,0.50,0.50,0.43,0.49,0.49,0.50,0.50,0.50,0.49,0.50,0.51,0.49,0.50,0.50,0.49,0.50,0.50,2
32645807_1965-01-11_2012.jpg,0.48,0.49,0.50,0.29,0.48,0.47,0.49,0.48,0.49,0.30,0.48,0.48,0.49,0.50,0.50,0.34,0.49,0.48,0.50,0.48,0.49,0.35,0.49,0.49,4
32660107_1985-05-01_2011.jpg,0.50,0.50,0.50,0.44,0.50,0.49,0.50,0.50,0.49,0.43,0.50,0.49,0.50,0.50,0.50,0.47,0.50,0.49,0.50,0.50,0.49,0.47,0.50,0.50,2
32684407_1996-04-18_2013.jpg,0.49,0.50,0.51,0.36,0.49,0.48,0.49,0.51,0.50,0.37,0.49,0.48,0.50,0.50,0.51,0.40,0.49,0.48,0.49,0.51,0.50,0.42,0.50,0.48,1
3273807_1953-11-14_2009.jpg,0.50,0.51,0.50,0.39,0.48,0.48,0.50,0.49,0.50,0.39,0.48,0.48,0.50,0.51,0.50,0.46,0.50,0.49,0.50,0.49,0.50,0.46,0.50,0.50,5
32749307_1973-12-18_1999.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,2
3284807_1968-01-26_2010.jpg,0.49,0.49,0.51,0.34,0.47,0.49,0.49,0.49,0.49,0.37,0.48,0.48,0.49,0.49,0.51,0.41,0.48,0.50,0.50,0.49,0.49,0.42,0.49,0.49,4
3285407_1955-11-10_2013.jpg,0.49,0.49,0.49,0.30,0.48,0.47,0.50,0.51,0.50,0.29,0.48,0.47,0.49,0.50,0.49,0.38,0.49,0.48,0.50,0.51,0.50,0.37,0.48,0.48,5
32952007_1989-06-21_2014.jpg,0.49,0.49,0.50,0.41,0.49,0.49,0.50,0.50,0.50,0.41,0.49,0.49,0.50,0.49,0.50,0.45,0.50,0.50,0.50,0.50,0.50,0.44,0.49,0.49,2
3303507_1942-01-28_2011.jpg,0.49,0.49,0.49,0.35,0.47,0.47,0.49,0.49,0.50,0.33,0.47,0.48,0.49,0.49,0.49,0.40,0.48,0.48,0.49,0.50,0.50,0.38,0.48,0.49,6
33067207_1957-11-02_2013.jpg,0.48,0.48,0.49,0.29,0.45,0.44,0.47,0.48,0.48,0.27,0.45,0.45,0.48,0.48,0.49,0.34,0.46,0.45,0.48,0.49,0.49,0.33,0.46,0.46,5
33099407_1989-08-09_2014.jpg,0.50,0.51,0.50,0.41,0.49,0.49,0.50,0.50,0.49,0.40,0.49,0.49,0.50,0.51,0.50,0.47,0.49,0.50,0.50,0.50,0.49,0.46,0.50,0.50,2
3310607_1974-10-08_2011.jpg,0.49,0.49,0.49,0.37,0.46,0.45,0.49,0.50,0.50,0.34,0.45,0.46,0.49,0.50,0.50,0.43,0.48,0.47,0.50,0.50,0.50,0.40,0.47,0.48,3
33163207_1967-07-08_1998.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,3
33185107_1990-02-10_1990.jpg,0.49,0.50,0.47,0.48,0.46,0.49,0.47,0.47,0.48,0.48,0.46,0.50,0.49,0.50,0.47,0.57,0.56,0.52,0.48,0.48,0.49,0.57,0.56,0.53,0
33259907_1931-04-19_1960.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,2
3357507_1920-02-21_1944.jpg,0.50,0.49,0.51,0.43,0.49,0.50,0.50,0.50,0.49,0.44,0.49,0.50,0.50,0.49,0.51,0.48,0.50,0.50,0.50,0.50,0.49,0.49,0.49,0.50,2
33576307_1991-01-24_2012.jpg,0.49,0.49,0.50,0.39,0.48,0.49,0.50,0.49,0.51,0.37,0.49,0.48,0.49,0.49,0.50,0.45,0.49,0.50,0.50,0.49,0.51,0.43,0.50,0.49,2
33593307_1995-08-27_2012.jpg,0.50,0.48,0.50,0.43,0.49,0.50,0.49,0.50,0.51,0.42,0.49,0.48,0.50,0.49,0.50,0.46,0.50,0.50,0.49,0.50,0.51,0.46,0.50,0.49,1
33710407_1951-01-07_2006.jpg,0.49,0.49,0.50,0.37,0.47,0.47,0.49,0.49,0.49,0.34,0.47,0.47,0.50,0.49,0.50,0.44,0.49,0.49,0.49,0.49,0.50,0.42,0.49,0.48,5
337907_1958-09-04_2007.jpg,0.49,0.51,0.50,0.45,0.49,0.50,0.50,0.50,0.50,0.43,0.48,0.50,0.50,0.51,0.50,0.48,0.50,0.50,0.50,0.50,0.50,0.47,0.49,0.50,4
3380707_1961-04-21_2013.jpg,0.47,0.48,0.49,0.31,0.44,0.43,0.47,0.48,0.48,0.33,0.44,0.43,0.48,0.48,0.49,0.36,0.46,0.45,0.48,0.48,0.49,0.37,0.45,0.45,5
33947707_1995-12-29_2013.jpg,0.49,0.49,0.50,0.33,0.48,0.48,0.49,0.50,0.50,0.33,0.48,0.47,0.49,0.49,0.50,0.38,0.49,0.49,0.49,0.50,0.50,0.38,0.49,0.48,1
33950407_1998-05-18_2015.jpg,0.49,0.50,0.50,0.33,0.48,0.48,0.48,0.48,0.49,0.30,0.48,0.47,0.50,0.50,0.50,0.39,0.49,0.49,0.49,0.49,0.49,0.38,0.48,0.48,1
33950807_1994-07-16_2012.jpg,0.50,0.48,0.49,0.41,0.48,0.48,0.51,0.49,0.50,0.38,0.48,0.48,0.51,0.49,0.50,0.54,0.50,0.50,0.51,0.49,0.50,0.53,0.50,0.50,1
34081007_1988-06-11_2012.jpg,0.46,0.48,0.49,0.25,0.46,0.45,0.48,0.49,0.49,0.30,0.46,0.43,0.47,0.49,0.49,0.32,0.47,0.47,0.49,0.49,0.49,0.35,0.48,0.45,2
3415007_1968-12-26_2015.jpg,0.49,0.49,0.50,0.37,0.48,0.49,0.50,0.49,0.50,0.36,0.48,0.49,0.50,0.49,0.50,0.43,0.48,0.50,0.50,0.50,0.50,0.42,0.49,0.50,4
3415107_1963-11-12_2009.jpg,0.49,0.48,0.50,0.22,0.45,0.44,0.48,0.48,0.50,0.25,0.46,0.45,0.49,0.48,0.50,0.30,0.47,0.46,0.49,0.49,0.50,0.32,0.47,0.47,4
34191307_1991-11-25_2015.jpg,0.49,0.49,0.50,0.32,0.47,0.46,0.49,0.50,0.50,0.32,0.48,0.46,0.49,0.49,0.50,0.38,0.48,0.47,0.49,0.50,0.50,0.38,0.49,0.47,2
34477607_1981-11-19_2013.jpg,0.49,0.48,0.50,0.34,0.48,0.48,0.49,0.49,0.49,0.35,0.48,0.48,0.49,0.48,0.51,0.40,0.49,0.48,0.49,0.49,0.49,0.40,0.49,0.49,3
34497207_1987-07-18_2013.jpg,0.49,0.49,0.50,0.35,0.47,0.47,0.49,0.50,0.49,0.36,0.48,0.47,0.49,0.50,0.50,0.40,0.48,0.48,0.49,0.50,0.49,0.40,0.49,0.48,2
3468007_1986-08-17_2013.jpg,0.49,0.48,0.49,0.36,0.47,0.47,0.49,0.48,0.49,0.33,0.47,0.46,0.50,0.49,0.49,0.40,0.48,0.48,0.49,0.49,0.49,0.38,0.48,0.47,2
34701407_1991-12-06_2012.jpg,0.50,0.50,0.50,0.43,0.49,0.49,0.49,0.49,0.50,0.40,0.49,0.49,0.50,0.51,0.50,0.48,0.50,0.50,0.49,0.50,0.50,0.47,0.50,0.50,2
3493707_1954-11-05_2012.jpg,0.49,0.51,0.50,0.41,0.49,0.49,0.49,0.50,0.50,0.42,0.49,0.49,0.50,0.51,0.50,0.47,0.50,0.50,0.50,0.50,0.50,0.47,0.49,0.50,5
34966407_1995-12-05_2012.jpg,0.50,0.52,0.49,0.40,0.49,0.49,0.49,0.50,0.49,0.38,0.50,0.48,0.50,0.52,0.49,0.51,0.50,0.50,0.49,0.50,0.50,0.51,0.50,0.49,1
34999207_1951-12-24_1976.jpg,0.50,0.49,0.51,0.37,0.48,0.48,0.50,0.49,0.50,0.38,0.49,0.48,0.50,0.50,0.51,0.43,0.49,0.49,0.50,0.49,0.50,0.43,0.50,0.49,2
350807_1945-06-11_2011.jpg,0.49,0.49,0.50,0.34,0.49,0.48,0.49,0.50,0.50,0.36,0.49,0.48,0.50,0.49,0.51,0.39,0.50,0.49,0.49,0.50,0.50,0.41,0.49,0.49,6
35208807_1975-07-13_2012.jpg,0.49,0.48,0.50,0.40,0.49,0.50,0.50,0.49,0.49,0.40,0.49,0.49,0.49,0.48,0.50,0.44,0.49,0.50,0.50,0.49,0.49,0.44,0.49,0.49,3
35243107_1985-10-29_2010.jpg,0.49,0.49,0.48,0.36,0.49,0.48,0.50,0.52,0.50,0.36,0.49,0.48,0.49,0.49,0.49,0.42,0.49,0.49,0.50,0.52,0.50,0.42,0.49,0.49,2
35408507_1948-07-11_1995.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,4
35411707_1992-07-03_2011.jpg,0.49,0.49,0.50,0.35,0.47,0.48,0.50,0.49,0.49,0.35,0.47,0.48,0.50,0.49,0.50,0.41,0.48,0.49,0.50,0.50,0.49,0.41,0.48,0.49,1
354707_1954-06-09_2012.jpg,0.49,0.50,0.50,0.41,0.49,0.49,0.50,0.50,0.51,0.40,0.50,0.49,0.50,0.50,0.50,0.46,0.50,0.50,0.50,0.50,0.51,0.45,0.50,0.49,5
35482407_1981-11-05_2010.jpg,0.49,0.48,0.49,0.33,0.45,0.45,0.50,0.50,0.51,0.34,0.45,0.46,0.50,0.48,0.49,0.39,0.47,0.47,0.50,0.50,0.51,0.40,0.47,0.47,2
35605907_1989-01-23_2011.jpg,0.49,0.49,0.50,0.26,0.48,0.48,0.49,0.50,0.50,0.25,0.49,0.48,0.50,0.50,0.50,0.34,0.49,0.48,0.49,0.50,0.50,0.34,0.49,0.49,2
35674907_1981-10-15_2013.jpg,0.51,0.50,0.50,0.44,0.49,0.49,0.50,0.49,0.50,0.43,0.49,0.50,0.51,0.50,0.50,0.47,0.50,0.49,0.50,0.49,0.50,0.46,0.50,0.50,3
35730107_1951-06-19_1970.jpg,0.49,0.49,0.51,0.42,0.49,0.49,0.50,0.50,0.49,0.45,0.49,0.49,0.49,0.49,0.51,0.47,0.50,0.49,0.50,0.50,0.49,0.49,0.50,0.50,1
35895907_1989-12-28_2014.jpg,0.45,0.47,0.48,0.30,0.44,0.44,0.49,0.48,0.49,0.31,0.43,0.43,0.47,0.48,0.49,0.37,0.46,0.46,0.49,0.48,0.49,0.37,0.46,0.45,2
35930907_1962-07-31_2012.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,4
3607207_1973-07-20_2014.jpg,0.49,0.48,0.50,0.42,0.45,0.45,0.49,0.49,0.50,0.41,0.47,0.46,0.49,0.48,0.50,0.47,0.48,0.48,0.50,0.50,0.50,0.47,0.49,0.49,4
36237407_1993-07-31_2013.jpg,0.49,0.49,0.50,0.43,0.48,0.47,0.49,0.51,0.49,0.45,0.48,0.47,0.50,0.50,0.50,0.50,0.50,0.49,0.50,0.51,0.49,0.51,0.51,0.50,1
36452607_1958-07-16_2012.jpg,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,5
