Image,lip_width,eye1_width,eye2_width,nose_length,nose_width,eyebrow1_length,eyebrow2_length,jawline_width,age_class
/Users/jishavarun/Downloads/wiki/wiki/13/20089113_1927-01-29_1955.jpg,233.04,93.01,94.05,175.26,122.15,219.33,205.24,102.77,2
/Users/jishavarun/Downloads/wiki/wiki/13/20168313_1987-02-26_2010.jpg,153.73,77.93,71.25,127,84.29,178.76,137.97,128.81,2
/Users/jishavarun/Downloads/wiki/wiki/13/20437813_1993-05-13_2012.jpg,153.73,77.93,71.25,127,84.29,178.76,137.97,128.81,1
/Users/jishavarun/Downloads/wiki/wiki/13/20544913_1937-04-08_1970.jpg,176.34,73.17,82.49,121,92.09,165.77,200.62,87.82,3
/Users/jishavarun/Downloads/wiki/wiki/13/206713_1932-01-22_1990.jpg,176.34,73.17,82.49,121,92.09,165.77,200.62,87.82,5
/Users/jishavarun/Downloads/wiki/wiki/13/20692013_1976-11-16_2002.jpg,152.27,85.48,75.17,120.07,86.09,174.43,125.82,102.65,2
/Users/jishavarun/Downloads/wiki/wiki/13/20847113_1951-08-30_2013.jpg,146.49,66.29,56.09,93.65,80.41,165.34,107.34,152.97,6
/Users/jishavarun/Downloads/wiki/wiki/13/2092013_1982-09-14_2003.jpg,185.56,85.05,81.39,104.74,76.53,161.3,132.22,119.4,2
/Users/jishavarun/Downloads/wiki/wiki/13/20972313_1992-05-25_2012.jpg,228.79,82.01,81.22,124.49,101.4,164.62,170.29,100.3,1
/Users/jishavarun/Downloads/wiki/wiki/13/21026613_1956-05-03_2011.jpg,192.9,85.05,80.81,130.39,103.82,189.42,170.45,127.35,5
/Users/jishavarun/Downloads/wiki/wiki/13/21042713_1941-04-04_1965.jpg,192.9,85.05,80.81,130.39,103.82,189.42,170.45,127.35,2
/Users/jishavarun/Downloads/wiki/wiki/13/21059413_1916-04-06_1971.jpg,148.57,59.23,53.34,105.04,79.06,153.37,120.35,125.94,5
/Users/jishavarun/Downloads/wiki/wiki/13/2138013_1921-10-12_1958.jpg,196.24,70.86,66.12,103.08,94.43,183.23,143.21,100,3
/Users/jishavarun/Downloads/wiki/wiki/13/2138013_1921-10-12_1958.jpg,196.24,70.86,66.12,103.08,94.43,183.23,143.21,100,3
/Users/jishavarun/Downloads/wiki/wiki/13/2138413_1916-01-11_1975.jpg,140.06,73,75.03,112.07,93.02,162.05,173.36,100.22,5
/Users/jishavarun/Downloads/wiki/wiki/13/2138413_1916-01-11_1975.jpg,179.23,91.35,89.01,108.56,87.21,191.95,178.55,85.49,5
/Users/jishavarun/Downloads/wiki/wiki/13/21537413_1988-09-26_2013.jpg,179.23,91.35,89.01,108.56,87.21,191.95,178.55,85.49,2
/Users/jishavarun/Downloads/wiki/wiki/13/21579513_1989-10-21_2013.jpg,145.09,67.48,80.16,129.03,93.05,122.86,180.74,71.25,2
/Users/jishavarun/Downloads/wiki/wiki/13/21749713_1942-04-21_1964.jpg,191.01,81.15,76.03,124.02,80,173.09,161.98,117.05,2
/Users/jishavarun/Downloads/wiki/wiki/13/21749713_1942-04-21_1964.jpg,141.01,76.03,71.06,107.12,80.02,172.38,146.66,98.47,2
/Users/jishavarun/Downloads/wiki/wiki/13/21749713_1942-04-21_1964.jpg,144.59,70.58,74.15,110.07,69.35,134.57,161.69,84.38,2
/Users/jishavarun/Downloads/wiki/wiki/13/21749713_1942-04-21_1964.jpg,138.46,66.75,70.58,96.18,77.1,140.33,142.01,121.24,2
/Users/jishavarun/Downloads/wiki/wiki/13/22147513_1947-02-20_2009.jpg,145.12,63.56,70.46,110.16,92.54,134.13,164.63,83.93,6
/Users/jishavarun/Downloads/wiki/wiki/13/22321213_1985-09-20_2008.jpg,181.32,94.56,93.9,128.1,100.58,169.85,193.47,111.07,2
/Users/jishavarun/Downloads/wiki/wiki/13/22573513_1963-10-14_2006.jpg,181.32,94.56,93.9,128.1,100.58,169.85,193.47,111.07,4
/Users/jishavarun/Downloads/wiki/wiki/13/226113_1963-08-21_2013.jpg,166.97,69.58,72.11,93.09,90.27,145.81,160.63,116.21,4
/Users/jishavarun/Downloads/wiki/wiki/13/2277313_1967-02-10_2007.jpg,170.14,80.01,80.1,112.54,92.14,174.51,179.29,100.17,3
/Users/jishavarun/Downloads/wiki/wiki/13/22783713_1947-11-05_2008.jpg,148.57,82.3,73.33,94.34,75.66,183.09,138.81,127.4,6
/Users/jishavarun/Downloads/wiki/wiki/13/23088113_1963-09-27_2014.jpg,170.19,82.02,84.29,134,106.02,174,186.62,107.21,5
/Users/jishavarun/Downloads/wiki/wiki/13/23105613_1988-01-10_2012.jpg,170.19,82.02,84.29,134,106.02,174,186.62,107.21,2
/Users/jishavarun/Downloads/wiki/wiki/13/23307413_1960-11-20_2010.jpg,136.94,56.57,77.16,136.34,93.54,86.62,188.83,122.59,4
/Users/jishavarun/Downloads/wiki/wiki/13/23557713_1985-02-21_2012.jpg,149.21,81.01,74.55,79.4,78.1,180.48,141.37,134.65,2
/Users/jishavarun/Downloads/wiki/wiki/13/236613_1973-12-04_2012.jpg,185.08,78,83.19,113.07,92.35,155.72,172.62,115.16,3
/Users/jishavarun/Downloads/wiki/wiki/13/23817213_1948-05-28_1976.jpg,185.01,88.68,84.05,116,93.02,184.07,173.9,107.79,2
/Users/jishavarun/Downloads/wiki/wiki/13/241113_1966-06-25_2012.jpg,278.22,100.08,96.03,121,145.34,185.63,193.35,135.83,4
/Users/jishavarun/Downloads/wiki/wiki/13/2429713_1981-09-22_2011.jpg,211.14,89.82,81.5,120.1,98.01,178.7,135.06,141.48,2
/Users/jishavarun/Downloads/wiki/wiki/13/24297613_1992-02-04_2010.jpg,153.31,85.71,69.72,87.97,89.27,196.48,135.58,144.17,1
/Users/jishavarun/Downloads/wiki/wiki/13/24357613_1980-12-20_2009.jpg,161.08,82.1,79.83,130.02,85.09,155.53,155.31,88.24,2
/Users/jishavarun/Downloads/wiki/wiki/13/24490413_1980-11-19_2012.jpg,156.52,96.25,70.66,140.9,109.93,231.85,127.77,154.87,3
/Users/jishavarun/Downloads/wiki/wiki/13/246513_1945-07-07_2007.jpg,142.69,45.04,66.01,100.65,71.45,71.03,167.7,98.13,6
/Users/jishavarun/Downloads/wiki/wiki/13/24802313_1984-01-01_2011.jpg,136.18,68.01,85.84,123.98,85.02,120.48,205.13,101.08,2
/Users/jishavarun/Downloads/wiki/wiki/13/25021613_1996-10-24_2012.jpg,163.2,80.01,79.4,132,78.1,140.99,161.67,128.46,1
/Users/jishavarun/Downloads/wiki/wiki/13/25021613_1996-10-24_2012.jpg,93.02,72.11,81.3,99.41,53,126.98,175.84,125.67,1
/Users/jishavarun/Downloads/wiki/wiki/13/25021613_1996-10-24_2012.jpg,93.02,72.11,81.3,99.41,53,126.98,175.84,125.67,1
/Users/jishavarun/Downloads/wiki/wiki/13/2508913_1964-11-27_2006.jpg,199.12,61.85,83.15,140.73,99.14,98.09,209.94,102.31,4
/Users/jishavarun/Downloads/wiki/wiki/13/2512813_1927-01-29_2008.jpg,188.6,106.61,97.67,142.39,108.42,216.6,173.92,89.05,8
/Users/jishavarun/Downloads/wiki/wiki/13/2512813_1927-01-29_2008.jpg,185.13,69.35,64,108.78,102.24,173.47,153.74,103.59,8
/Users/jishavarun/Downloads/wiki/wiki/13/2523113_1959-12-22_2007.jpg,177.91,82.49,81.22,144.5,102.4,175.92,176.89,95.77,4
/Users/jishavarun/Downloads/wiki/wiki/13/2529113_1976-11-08_2007.jpg,188.27,99.02,99.64,153.12,107.3,188.04,200.66,82.49,3
/Users/jishavarun/Downloads/wiki/wiki/13/25434913_1987-03-09_2008.jpg,148.76,83.01,77.1,94.05,81.5,180.34,147.53,122.16,2
/Users/jishavarun/Downloads/wiki/wiki/13/25992813_1966-03-11_2011.jpg,150.15,54.04,78.34,109.55,82.01,104.35,188.23,90.2,4
/Users/jishavarun/Downloads/wiki/wiki/13/2603913_1985-09-03_2012.jpg,157.54,64.07,79.91,101,87.14,106.89,180.76,96.02,2
/Users/jishavarun/Downloads/wiki/wiki/13/26160913_1958-08-22_2014.jpg,225,88.2,86.09,127,106,169.53,183.68,93.92,5
/Users/jishavarun/Downloads/wiki/wiki/13/264313_1967-06-07_2010.jpg,211.12,88.28,89.27,131,89.05,190.06,185.04,107.52,4
/Users/jishavarun/Downloads/wiki/wiki/13/2645413_1981-12-15_2008.jpg,120.81,65.62,74.03,91.41,66.48,127.96,160.26,82,2
/Users/jishavarun/Downloads/wiki/wiki/13/26636513_1936-02-01_2007.jpg,120.81,65.62,74.03,91.41,66.48,127.96,160.26,82,7
/Users/jishavarun/Downloads/wiki/wiki/13/26773513_1982-12-07_2008.jpg,149.27,80.75,73.11,108.23,85.21,173.42,130.22,85,2
/Users/jishavarun/Downloads/wiki/wiki/13/26897013_1991-06-25_2010.jpg,153.05,62.59,82.39,114.73,108.3,111.93,199.89,103.08,1
/Users/jishavarun/Downloads/wiki/wiki/13/26975113_1991-02-04_2012.jpg,152.08,72.01,70.26,125.78,76.06,149.72,145.08,87.85,2
/Users/jishavarun/Downloads/wiki/wiki/13/2700013_1977-02-20_2012.jpg,143.13,54.45,71.06,111.2,89.09,93.91,191.32,97.74,3
/Users/jishavarun/Downloads/wiki/wiki/13/27674413_1941-01-10_1970.jpg,187.27,93.09,86.15,128.47,94.26,206.2,183.6,107.49,2
/Users/jishavarun/Downloads/wiki/wiki/13/27680513_1974-04-24_2011.jpg,187.27,93.09,86.15,128.47,94.26,206.2,183.6,107.49,3
/Users/jishavarun/Downloads/wiki/wiki/13/27680513_1974-04-24_2011.jpg,187.27,93.09,86.15,128.47,94.26,206.2,183.6,107.49,3
/Users/jishavarun/Downloads/wiki/wiki/13/27728013_1989-05-06_2014.jpg,187.27,93.09,86.15,128.47,94.26,206.2,183.6,107.49,2
/Users/jishavarun/Downloads/wiki/wiki/13/2791513_1983-01-16_2012.jpg,122.49,66.07,50.49,101.87,66.61,156.13,84.66,141.5,2
/Users/jishavarun/Downloads/wiki/wiki/13/27925313_1990-11-06_2011.jpg,128,73.03,63.01,102.2,67,168.42,122.39,134.01,2
/Users/jishavarun/Downloads/wiki/wiki/13/27953213_1992-08-23_2011.jpg,163.23,76.06,56.46,105.12,91.59,185.49,105.03,163.13,1
/Users/jishavarun/Downloads/wiki/wiki/13/2806813_1947-06-10_2012.jpg,206.49,76.53,79.08,123.49,118.95,150.13,170.32,87.46,6
/Users/jishavarun/Downloads/wiki/wiki/13/28088013_1977-03-23_2013.jpg,171.24,77.1,77.23,140.17,98.02,151.09,177.91,87,3
/Users/jishavarun/Downloads/wiki/wiki/13/284313_1943-04-24_2008.jpg,171.07,73.44,72.01,94.01,107.02,150.8,160.89,153.05,6
/Users/jishavarun/Downloads/wiki/wiki/13/2884613_1976-08-02_2010.jpg,182.62,70.04,74.06,139.23,94.19,141.42,161.66,84.17,3
/Users/jishavarun/Downloads/wiki/wiki/13/2884613_1976-08-02_2010.jpg,171,77.06,76,117.04,97.01,164.05,161.67,111,3
/Users/jishavarun/Downloads/wiki/wiki/13/29075713_1991-05-22_2009.jpg,140.17,65.07,78,90.48,101.4,118.11,182.01,125.36,1
/Users/jishavarun/Downloads/wiki/wiki/13/29123013_1985-01-31_2011.jpg,140.17,65.07,78,90.48,101.4,118.11,182.01,125.36,2
/Users/jishavarun/Downloads/wiki/wiki/13/29258513_1963-01-12_2012.jpg,175.07,94.09,91.27,110.89,104.04,169.17,161.93,156.73,4
/Users/jishavarun/Downloads/wiki/wiki/13/2935713_1976-05-26_2010.jpg,157.71,79,79.16,113.07,95.05,192.58,189.9,118.7,3
/Users/jishavarun/Downloads/wiki/wiki/13/2977313_1979-09-26_2007.jpg,198.2,76.11,78.06,132.19,94.09,170.24,177.51,100.28,2
/Users/jishavarun/Downloads/wiki/wiki/13/29774613_1959-03-10_2009.jpg,168.24,64.28,76.32,118.15,96.33,136.86,177.38,109.18,4
/Users/jishavarun/Downloads/wiki/wiki/13/29933113_1991-03-03_2014.jpg,132.19,71.45,79.01,119.52,82.22,130.81,156.13,87.3,2
/Users/jishavarun/Downloads/wiki/wiki/13/30058713_1991-12-09_2014.jpg,166.6,111.88,88.87,155.36,94.89,221.86,127.06,156.58,2
/Users/jishavarun/Downloads/wiki/wiki/13/30065213_1992-03-02_2012.jpg,164.37,81.1,76.94,104.24,83.49,159.05,166.85,97.14,1
/Users/jishavarun/Downloads/wiki/wiki/13/30065213_1992-03-02_2012.jpg,181.01,77.01,75.54,134.09,101,159.55,156.97,49.24,1
/Users/jishavarun/Downloads/wiki/wiki/13/30130913_1988-05-09_2011.jpg,174.27,84.59,83.01,151.08,102.59,176.9,158.68,117,2
/Users/jishavarun/Downloads/wiki/wiki/13/3029013_1958-05-25_2011.jpg,184.39,71.2,66.49,97.72,98.15,180.3,141.74,116.28,5
/Users/jishavarun/Downloads/wiki/wiki/13/3035313_1970-07-11_2009.jpg,173.42,75.54,59,106.53,89.09,178.56,99.96,130.14,3
/Users/jishavarun/Downloads/wiki/wiki/13/3036913_1922-03-19_1972.jpg,226.86,80.75,78.09,134.95,114.98,179.97,168.3,89.55,4
/Users/jishavarun/Downloads/wiki/wiki/13/30672313_1955-03-16_2010.jpg,186.39,84.1,79.31,138.44,95.08,155.13,143.9,109.17,5
/Users/jishavarun/Downloads/wiki/wiki/13/30697713_1973-06-21_2012.jpg,199.84,77.47,75.66,95.26,92.76,165.39,166.34,91.05,3
/Users/jishavarun/Downloads/wiki/wiki/13/30726013_1986-08-25_2013.jpg,199.84,77.47,75.66,95.26,92.76,165.39,166.34,91.05,2
/Users/jishavarun/Downloads/wiki/wiki/13/30755513_1971-03-30_2009.jpg,181,85.05,84.29,120.5,94.05,180.86,176.19,125,3
/Users/jishavarun/Downloads/wiki/wiki/13/30767813_1949-01-02_1971.jpg,226.56,70.83,80.31,118.85,118.87,109.53,175.31,102.16,2
/Users/jishavarun/Downloads/wiki/wiki/13/30860813_1958-08-23_2011.jpg,184.1,70.86,76.16,89.11,84.01,129.69,164.61,135.34,5
/Users/jishavarun/Downloads/wiki/wiki/13/31009313_1952-07-15_2013.jpg,124.02,64.01,62.01,121.41,65.01,135.95,120.87,125.1,6
/Users/jishavarun/Downloads/wiki/wiki/13/31050613_1979-04-29_2010.jpg,193.31,84,72.11,123.98,96.19,201.04,148.67,115.12,3
/Users/jishavarun/Downloads/wiki/wiki/13/31306113_1988-12-28_2012.jpg,193.31,84,72.11,123.98,96.19,201.04,148.67,115.12,2
/Users/jishavarun/Downloads/wiki/wiki/13/31447813_1988-02-15_2011.jpg,141.13,65.01,72.11,75.8,81.01,129.26,165.14,102.59,2
/Users/jishavarun/Downloads/wiki/wiki/13/31455113_1948-04-17_2013.jpg,141.13,65.01,72.11,75.8,81.01,129.26,165.14,102.59,6
/Users/jishavarun/Downloads/wiki/wiki/13/3149013_1940-03-05_2011.jpg,147.96,66.71,73.35,111.07,87.3,148.88,181.16,105.34,7
/Users/jishavarun/Downloads/wiki/wiki/13/31593913_1952-10-27_2011.jpg,171.03,69.12,59,101.53,94.13,175,128.3,133.06,5
/Users/jishavarun/Downloads/wiki/wiki/13/31611913_1987-04-08_2012.jpg,171.03,69.12,59,101.53,94.13,175,128.3,133.06,2
/Users/jishavarun/Downloads/wiki/wiki/13/31637613_1994-11-03_2011.jpg,132.37,80.6,96.01,123.37,69.72,98.25,176.07,130.02,1
/Users/jishavarun/Downloads/wiki/wiki/13/31747313_1981-08-10_2014.jpg,180.22,86,78.41,74.53,93.05,185.77,144.85,162.16,3
/Users/jishavarun/Downloads/wiki/wiki/13/31747313_1981-08-10_2014.jpg,152.33,76.24,85.29,116.62,88.09,147.55,173.71,126.1,3
/Users/jishavarun/Downloads/wiki/wiki/13/3188513_1980-07-17_2014.jpg,190.54,78.09,86.05,125.4,101.43,154.64,198.42,86.83,3
/Users/jishavarun/Downloads/wiki/wiki/13/3201113_1972-11-09_2015.jpg,232.05,86.01,86.09,122,104.02,159.4,170.52,100.88,4
/Users/jishavarun/Downloads/wiki/wiki/13/3217213_1980-09-16_2008.jpg,183.45,76.42,86.35,96.05,113.99,149.12,192.12,63.13,2
/Users/jishavarun/Downloads/wiki/wiki/13/3220313_1942-11-29_2008.jpg,174.04,71.17,78.1,84.15,88.77,143.43,191.98,111.02,6
/Users/jishavarun/Downloads/wiki/wiki/13/32470713_1989-06-07_2014.jpg,148,75.43,81.01,60.01,63.07,142.1,162.82,147.41,2
/Users/jishavarun/Downloads/wiki/wiki/13/32562213_1989-05-14_2013.jpg,148,75.43,81.01,60.01,63.07,142.1,162.82,147.41,2
/Users/jishavarun/Downloads/wiki/wiki/13/33030213_1993-01-17_2012.jpg,207.29,77.03,73.68,82.15,97.13,179.83,162.31,155.08,1
/Users/jishavarun/Downloads/wiki/wiki/13/33030213_1993-01-17_2012.jpg,189.38,82.15,70.26,82.57,87.14,176.27,115.8,158.9,1
/Users/jishavarun/Downloads/wiki/wiki/13/33249313_1992-10-20_2012.jpg,194.03,102.62,104.04,161.01,115.26,205.25,216.65,108.06,1
/Users/jishavarun/Downloads/wiki/wiki/13/33306713_1976-08-08_2013.jpg,178.34,63,71.85,117.61,93.26,121.6,179.61,85.48,3
/Users/jishavarun/Downloads/wiki/wiki/13/33306713_1976-08-08_2013.jpg,190.09,56.75,77.1,147.96,100.08,89.4,188.49,148.28,3
/Users/jishavarun/Downloads/wiki/wiki/13/33321213_1989-03-15_2008.jpg,222.3,94.19,83.74,132.38,98.73,205.52,153.56,108.81,1
/Users/jishavarun/Downloads/wiki/wiki/13/3338613_1967-08-22_2014.jpg,217.23,80.4,85.01,137.82,121.1,173.15,208.3,110.42,4
/Users/jishavarun/Downloads/wiki/wiki/13/33463013_1986-11-08_2011.jpg,151.65,77.28,86.02,136.19,69.26,128.74,164.44,109.17,2
/Users/jishavarun/Downloads/wiki/wiki/13/33463013_1986-11-08_2011.jpg,151.65,77.28,86.02,136.19,69.26,128.74,164.44,109.17,2
/Users/jishavarun/Downloads/wiki/wiki/13/336613_1938-07-29_1968.jpg,168.27,86.58,78.34,118.96,74.53,180.63,153.37,131.94,2
/Users/jishavarun/Downloads/wiki/wiki/13/33791013_1911-02-18_1993.jpg,154.21,57.72,62.65,116.18,95.9,147.71,163.33,99.57,8
/Users/jishavarun/Downloads/wiki/wiki/13/33792013_1949-09-20_1984.jpg,203.3,89.09,88.2,131.31,101.24,181.47,175.33,103.77,3
/Users/jishavarun/Downloads/wiki/wiki/13/33801713_1947-12-19_2013.jpg,155.26,52.35,84.85,95.27,83,68.17,190.29,110.22,6
/Users/jishavarun/Downloads/wiki/wiki/13/338813_1966-09-08_2013.jpg,269,99.61,99.32,128.04,102,174.99,189.22,150.28,4
/Users/jishavarun/Downloads/wiki/wiki/13/33951013_1995-07-22_2012.jpg,122.07,59.14,73.25,101.71,76.03,103.37,164.99,133.02,1
/Users/jishavarun/Downloads/wiki/wiki/13/33951013_1995-07-22_2012.jpg,122.05,47.01,73.35,119.57,83.02,94.43,198.48,122.64,1
/Users/jishavarun/Downloads/wiki/wiki/13/33969013_1968-05-03_2012.jpg,223.18,81.22,84.29,104.08,99.13,173.77,182.05,109.73,4
/Users/jishavarun/Downloads/wiki/wiki/13/3421513_1957-07-04_2006.jpg,156.02,59.84,76.11,108.85,87.13,98.79,183.47,88.68,4
/Users/jishavarun/Downloads/wiki/wiki/13/345113_1951-08-08_2008.jpg,156.02,59.84,76.11,108.85,87.13,98.79,183.47,88.68,5
/Users/jishavarun/Downloads/wiki/wiki/13/3465513_1985-01-01_2010.jpg,156.02,59.84,76.11,108.85,87.13,98.79,183.47,88.68,2
/Users/jishavarun/Downloads/wiki/wiki/13/3468213_1982-12-30_2009.jpg,142.09,70.06,72,133.06,79.03,157.4,171.28,87.32,2
/Users/jishavarun/Downloads/wiki/wiki/13/34737913_1993-03-19_2013.jpg,186.56,79.12,77.13,110.32,94.83,181.9,164.57,104.31,1
/Users/jishavarun/Downloads/wiki/wiki/13/34963013_1982-02-19_2015.jpg,172.68,79.25,66.27,118.7,94.34,177.54,115.56,148,3
/Users/jishavarun/Downloads/wiki/wiki/13/34963013_1982-02-19_2015.jpg,172.68,79.25,66.27,118.7,94.34,177.54,115.56,148,3
/Users/jishavarun/Downloads/wiki/wiki/13/3499013_1940-12-22_1968.jpg,172.68,79.25,66.27,118.7,94.34,177.54,115.56,148,2
/Users/jishavarun/Downloads/wiki/wiki/13/35412713_1977-11-08_2010.jpg,151.08,78.16,71.01,126.89,99.18,190.6,122.66,148.81,3
/Users/jishavarun/Downloads/wiki/wiki/13/35591513_1907-04-27_1965.jpg,142.43,58.03,77.32,109.48,91.09,97.88,172.32,116.73,5
/Users/jishavarun/Downloads/wiki/wiki/13/35733413_1959-09-08_2015.jpg,145,71.06,71.45,128.04,89.02,150.54,154.8,82.1,5
/Users/jishavarun/Downloads/wiki/wiki/13/35799113_1977-02-26_2012.jpg,145,71.06,71.45,128.04,89.02,150.54,154.8,82.1,3
/Users/jishavarun/Downloads/wiki/wiki/13/358013_1952-10-05_2009.jpg,190.38,74.11,73.17,152.27,110.04,176.82,164.87,106,5
/Users/jishavarun/Downloads/wiki/wiki/13/35868513_1987-05-13_2015.jpg,127.06,73.44,56.01,111.31,76.06,166.93,93.73,159.51,2
/Users/jishavarun/Downloads/wiki/wiki/13/36158113_1937-08-04_2012.jpg,234.34,95.08,92.4,149.78,128.47,193.84,176.1,129.87,7
/Users/jishavarun/Downloads/wiki/wiki/13/36282313_1992-05-11_2012.jpg,160.12,73.17,75.71,138.05,88.12,168.74,165.93,107.62,1
/Users/jishavarun/Downloads/wiki/wiki/13/36282313_1992-05-11_2012.jpg,135.52,85.87,70.04,117,72.18,209.83,134.81,142.17,1
/Users/jishavarun/Downloads/wiki/wiki/13/36282313_1992-05-11_2012.jpg,132.52,77.88,70.11,147.09,80.75,176.19,137.98,112.81,1
/Users/jishavarun/Downloads/wiki/wiki/13/36282313_1992-05-11_2012.jpg,147.22,80.62,65.03,125.3,85.05,186.71,108.7,145.73,1
/Users/jishavarun/Downloads/wiki/wiki/13/3633613_1964-10-26_2015.jpg,236.43,102,95.21,134.89,112.15,191.61,148.51,170.42,5
/Users/jishavarun/Downloads/wiki/wiki/13/36388513_1996-02-29_2011.jpg,121,61.01,73.11,127.39,69.01,121.31,192.48,97.87,1
/Users/jishavarun/Downloads/wiki/wiki/13/36398913_1920-03-12_1980.jpg,157,77.32,68.25,112.93,101.6,195.81,143.09,122.87,5
/Users/jishavarun/Downloads/wiki/wiki/13/36606313_1985-02-13_2014.jpg,157,77.32,68.25,112.93,101.6,195.81,143.09,122.87,2
/Users/jishavarun/Downloads/wiki/wiki/13/3661813_1906-06-29_1956.jpg,157,77.32,68.25,112.93,101.6,195.81,143.09,122.87,4
/Users/jishavarun/Downloads/wiki/wiki/13/36659313_1987-02-04_2008.jpg,150.05,80.06,82.01,136.01,85,176.91,182.14,87.85,2
/Users/jishavarun/Downloads/wiki/wiki/13/36659313_1987-02-04_2008.jpg,150.05,80.06,82.01,136.01,85,176.91,182.14,87.85,2
/Users/jishavarun/Downloads/wiki/wiki/13/36671813_1971-10-13_2012.jpg,150.05,80.06,82.01,136.01,85,176.91,182.14,87.85,4
/Users/jishavarun/Downloads/wiki/wiki/13/36689213_1989-12-29_2014.jpg,161.62,89.5,75.24,118.71,87.13,192.05,144.27,104.24,2
/Users/jishavarun/Downloads/wiki/wiki/13/36863913_1959-09-08_2012.jpg,238.25,92.35,90.43,136.53,111.02,168.56,154.69,108.16,5
/Users/jishavarun/Downloads/wiki/wiki/13/36938413_1917-07-05_2010.jpg,185.53,84.1,76.94,122.81,93.34,184.48,142.41,110.39,8
/Users/jishavarun/Downloads/wiki/wiki/13/37022313_1945-10-16_1966.jpg,135.48,65.55,79.01,131.59,90.43,106.42,156.03,121.02,2
/Users/jishavarun/Downloads/wiki/wiki/13/37035513_1946-01-20_1990.jpg,161.01,82.39,73.11,140.29,97,188.63,135.56,117.38,4
/Users/jishavarun/Downloads/wiki/wiki/13/37043913_1990-05-18_2011.jpg,193.02,89.94,85.59,155,107.02,189.25,166.97,93.72,2
/Users/jishavarun/Downloads/wiki/wiki/13/37313_1940-11-27_1967.jpg,166.39,82.04,85.38,138.88,91.21,156.63,183.33,84.01,2
/Users/jishavarun/Downloads/wiki/wiki/13/3736313_1982-03-13_2010.jpg,228.05,96.34,84.53,133.54,111.02,189.85,138.82,114.04,2
/Users/jishavarun/Downloads/wiki/wiki/13/37391213_1936-09-12_1960.jpg,149.21,84.05,89.14,111.88,90.09,149.17,160.22,121.28,2
/Users/jishavarun/Downloads/wiki/wiki/13/37418613_1964-07-21_2013.jpg,195,87.14,89.09,124.04,105.02,194.25,211.07,101.92,4
/Users/jishavarun/Downloads/wiki/wiki/13/37515713_1992-07-29_2012.jpg,162.12,79.91,87.46,101.84,81.74,146.38,188.33,106.71,1
/Users/jishavarun/Downloads/wiki/wiki/13/37648113_1977-02-05_2007.jpg,194,73.82,78.92,131.03,88.01,126.47,141.32,106.51,2
/Users/jishavarun/Downloads/wiki/wiki/13/37648113_1977-02-05_2007.jpg,237.45,86.68,89.01,129.88,109.04,147.94,172.45,107.52,2
/Users/jishavarun/Downloads/wiki/wiki/13/37648113_1977-02-05_2007.jpg,188.96,64.2,74.95,108.07,89.68,118.59,157.91,80.16,2
/Users/jishavarun/Downloads/wiki/wiki/13/38000713_1971-01-22_2013.jpg,236.01,90.26,90.45,134.06,103.02,163.36,168.46,95.46,4
/Users/jishavarun/Downloads/wiki/wiki/13/3831213_1981-01-08_2011.jpg,236.01,90.26,90.45,134.06,103.02,163.36,168.46,95.46,2
/Users/jishavarun/Downloads/wiki/wiki/13/38366313_1972-11-23_2014.jpg,236.01,90.26,90.45,134.06,103.02,163.36,168.46,95.46,4
/Users/jishavarun/Downloads/wiki/wiki/13/38557013_1954-02-21_2008.jpg,222.12,72.45,75.58,122.97,105.95,146.38,164.74,104.02,5
/Users/jishavarun/Downloads/wiki/wiki/13/38752713_1986-07-07_2015.jpg,203.16,80.89,99.46,123.97,97.02,134.64,201.22,143.06,2
/Users/jishavarun/Downloads/wiki/wiki/13/39120813_1937-07-27_2013.jpg,140.62,95.19,61.07,112.79,84.17,183.75,57.65,153.63,7
/Users/jishavarun/Downloads/wiki/wiki/13/391213_1928-03-19_1962.jpg,170.18,96.02,95.19,149.12,108.66,192.27,201.97,83.22,3
/Users/jishavarun/Downloads/wiki/wiki/13/39151913_1981-07-23_2013.jpg,170.48,66.49,66.75,103.39,73.35,159.18,143.03,86.37,3
/Users/jishavarun/Downloads/wiki/wiki/13/3916813_1972-10-14_2012.jpg,219.11,91.09,90.05,129.31,108,176.39,174.38,114,3
/Users/jishavarun/Downloads/wiki/wiki/13/39340813_1989-03-31_2015.jpg,219.11,91.09,90.05,129.31,108,176.39,174.38,114,2
/Users/jishavarun/Downloads/wiki/wiki/13/39400713_1987-11-11_2014.jpg,207.07,85.09,73.76,107.71,98.51,165.4,124.47,155.64,2
/Users/jishavarun/Downloads/wiki/wiki/13/39400713_1987-11-11_2014.jpg,182.04,80.06,83.1,136.53,95.02,161.23,174.39,129.03,2
/Users/jishavarun/Downloads/wiki/wiki/13/39429613_1989-09-23_2013.jpg,220.05,75.11,78.1,127.66,98.31,138.5,175.44,122.78,2
/Users/jishavarun/Downloads/wiki/wiki/13/395813_1974-12-18_2006.jpg,171.42,80.22,75.66,122.41,83.1,170.83,155.18,96.18,3
/Users/jishavarun/Downloads/wiki/wiki/13/39611913_1993-02-15_2014.jpg,122.26,76,60.13,120.33,83.29,183.26,105.66,153.44,2
/Users/jishavarun/Downloads/wiki/wiki/13/39611913_1993-02-15_2014.jpg,131.24,83.02,79.1,96.75,74.33,173.56,173.78,131.85,2
